100,748
431,1781
648,139
787,2393
346,5298
5370,14244
295,2635
225,2870
159,5081
31,2581
1313,9658
507,2997
192,1543
1,1610
1783,6578
308,3890
18,2733
80,2471
28,4133
25,685
208,2317
3356,6312
86,3831
57,1357
1861,14764
659,1834
216,3249
52,3947
559,1945
1137,5483
516,3127
2968,20497
74,1325
198,2139
30,1192
912,7152
7,2588
1117,1886
198,1183
689,2063
10,1667
2703,17442
1466,2048
795,1485
977,7666
715,4319
2154,4388
2032,11647
453,3212
997,9755
